year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,positionOrder,points,laps,rank,statusId,podium,position_class,finish_pos_penalty
2010,10,1,1.0,4.0,121.0,2.0,2.0,249.0,5.0,UK,7,6.0,52,3.0,1,0,2,7
2010,10,11,11.0,10.0,35.0,0.0,6.0,47.0,0.0,UK,8,4.0,52,16.0,1,0,2,8
2010,10,10,10.0,9.0,36.0,0.0,4.0,126.0,0.0,UK,9,2.0,52,15.0,1,0,2,9
2010,10,13,13.0,17.0,2.0,0.0,7.0,31.0,0.0,UK,10,1.0,52,13.0,1,0,2,10
2010,10,20,15.0,13.0,12.0,0.0,6.0,47.0,0.0,UK,11,0.0,52,14.0,1,0,3,11
2010,10,16,17.0,14.0,7.0,0.0,9.0,10.0,0.0,UK,12,0.0,52,8.0,1,0,3,12
2010,10,15,16.0,15.0,6.0,0.0,5.0,89.0,0.0,UK,13,0.0,52,5.0,1,0,3,13
2010,10,3,3.0,5.0,98.0,1.0,3.0,165.0,1.0,UK,14,0.0,52,1.0,1,0,3,14
2010,10,7,7.0,8.0,67.0,0.0,3.0,165.0,1.0,UK,15,0.0,52,2.0,1,0,3,15
2010,10,21,21.0,22.0,0.0,0.0,10.0,0.0,0.0,UK,16,0.0,51,20.0,11,0,3,16
2010,10,18,19.0,19.0,0.0,0.0,10.0,0.0,0.0,UK,17,0.0,51,18.0,11,0,3,17
2010,10,19,20.0,24.0,0.0,0.0,12.0,0.0,0.0,UK,18,0.0,50,19.0,12,0,3,18
2010,10,23,23.0,20.0,0.0,0.0,11.0,0.0,0.0,UK,19,0.0,50,23.0,12,0,3,19
2010,10,24,24.0,25.0,0.0,0.0,11.0,0.0,0.0,UK,20,0.0,50,22.0,12,0,3,20
2010,10,17,18.0,16.0,3.0,0.0,9.0,10.0,0.0,UK,21,0.0,44,12.0,23,0,3,20
2010,10,9,9.0,18.0,0.0,0.0,8.0,15.0,0.0,UK,22,0.0,29,17.0,4,0,3,20
2010,10,6,6.0,7.0,83.0,0.0,5.0,89.0,0.0,UK,23,0.0,19,21.0,30,0,3,20
2010,10,22,22.0,21.0,0.0,0.0,12.0,0.0,0.0,UK,24,0.0,9,24.0,9,0,3,20
2010,11,2,2.0,5.0,123.0,2.0,3.0,208.0,2.0,Germany,1,25.0,67,2.0,1,1,0,1
2010,11,3,3.0,8.0,85.0,0.0,3.0,208.0,2.0,Germany,2,18.0,67,3.0,1,1,1,2
2010,11,1,1.0,4.0,136.0,2.0,2.0,272.0,5.0,Germany,3,15.0,67,1.0,1,1,1,3
2010,11,6,6.0,1.0,157.0,2.0,1.0,300.0,4.0,Germany,4,12.0,67,5.0,1,0,2,4
2010,11,5,5.0,2.0,143.0,2.0,1.0,300.0,4.0,Germany,5,10.0,67,4.0,1,0,2,5
2010,11,4,4.0,3.0,136.0,3.0,2.0,272.0,5.0,Germany,6,8.0,67,9.0,1,0,2,6
2010,11,7,7.0,7.0,89.0,0.0,5.0,96.0,0.0,Germany,7,6.0,66,16.0,11,0,2,7
2010,11,9,9.0,6.0,94.0,0.0,4.0,132.0,0.0,Germany,8,4.0,66,8.0,11,0,2,8
2010,11,11,11.0,9.0,38.0,0.0,4.0,132.0,0.0,Germany,9,2.0,66,14.0,11,0,2,9
2010,11,13,13.0,14.0,7.0,0.0,5.0,96.0,0.0,Germany,10,1.0,66,17.0,11,0,2,10
2010,11,12,12.0,12.0,15.0,0.0,8.0,15.0,0.0,Germany,11,0.0,66,15.0,11,0,3,11
2010,11,8,8.0,11.0,29.0,0.0,7.0,31.0,0.0,Germany,12,0.0,66,13.0,11,0,3,12
2010,11,10,10.0,17.0,2.0,0.0,7.0,31.0,0.0,Germany,13,0.0,66,11.0,11,0,3,13
2010,11,14,15.0,18.0,0.0,0.0,8.0,15.0,0.0,Germany,14,0.0,66,6.0,11,0,3,14
2010,11,15,16.0,16.0,3.0,0.0,9.0,10.0,0.0,Germany,15,0.0,66,12.0,11,0,3,15
2010,11,21,22.0,13.0,12.0,0.0,6.0,47.0,0.0,Germany,16,0.0,65,7.0,12,0,3,16
2010,11,19,14.0,10.0,35.0,0.0,6.0,47.0,0.0,Germany,17,0.0,65,10.0,12,0,3,17
2010,11,23,20.0,24.0,0.0,0.0,12.0,0.0,0.0,Germany,18,0.0,64,18.0,13,0,3,18
2010,11,20,21.0,23.0,0.0,0.0,11.0,0.0,0.0,Germany,19,0.0,63,21.0,14,0,3,19
2010,11,18,19.0,19.0,0.0,0.0,10.0,0.0,0.0,Germany,20,0.0,56,19.0,4,0,3,20
2010,11,24,24.0,21.0,0.0,0.0,12.0,0.0,0.0,Germany,21,0.0,50,20.0,6,0,3,20
2010,11,22,23.0,25.0,0.0,0.0,11.0,0.0,0.0,Germany,22,0.0,19,22.0,5,0,3,20
2010,11,17,18.0,22.0,0.0,0.0,10.0,0.0,0.0,Germany,23,0.0,3,23.0,6,0,3,20
2010,11,16,17.0,15.0,7.0,0.0,9.0,10.0,0.0,Germany,24,0.0,1,,4,0,3,20
2010,12,2,2.0,1.0,161.0,4.0,1.0,312.0,6.0,Hungary,1,25.0,70,2.0,1,1,0,1
2010,12,3,3.0,5.0,141.0,2.0,3.0,238.0,2.0,Hungary,2,18.0,70,4.0,1,1,1,2
2010,12,1,1.0,3.0,151.0,2.0,1.0,312.0,6.0,Hungary,3,15.0,70,1.0,1,1,1,3
2010,12,4,4.0,6.0,97.0,0.0,3.0,238.0,2.0,Hungary,4,12.0,70,5.0,1,0,2,4
2010,12,7,7.0,12.0,17.0,0.0,5.0,106.0,0.0,Hungary,5,10.0,70,6.0,1,0,2,5
2010,12,10,10.0,15.0,10.0,0.0,7.0,40.0,0.0,Hungary,6,8.0,70,7.0,1,0,2,6
2010,12,9,9.0,17.0,6.0,0.0,8.0,23.0,0.0,Hungary,7,6.0,69,10.0,11,0,2,7
2010,12,11,11.0,4.0,147.0,2.0,2.0,304.0,4.0,Hungary,8,4.0,69,8.0,11,0,2,8
2010,12,23,18.0,13.0,17.0,0.0,8.0,23.0,0.0,Hungary,9,2.0,69,9.0,11,0,2,9
2010,12,12,12.0,11.0,30.0,0.0,7.0,40.0,0.0,Hungary,10,1.0,69,3.0,11,0,2,10
2010,12,14,14.0,9.0,38.0,0.0,4.0,132.0,0.0,Hungary,11,0.0,69,12.0,11,0,3,11
2010,12,15,15.0,16.0,7.0,0.0,9.0,10.0,0.0,Hungary,12,0.0,69,13.0,11,0,3,12
2010,12,16,16.0,14.0,12.0,0.0,6.0,47.0,0.0,Hungary,13,0.0,69,11.0,11,0,3,13
2010,12,19,20.0,19.0,0.0,0.0,10.0,0.0,0.0,Hungary,14,0.0,67,18.0,13,0,3,14
2010,12,20,21.0,22.0,0.0,0.0,10.0,0.0,0.0,Hungary,15,0.0,67,17.0,13,0,3,15
2010,12,18,19.0,24.0,0.0,0.0,12.0,0.0,0.0,Hungary,16,0.0,67,19.0,13,0,3,16
2010,12,22,23.0,23.0,0.0,0.0,11.0,0.0,0.0,Hungary,17,0.0,67,21.0,13,0,3,17
2010,12,21,22.0,21.0,0.0,0.0,12.0,0.0,0.0,Hungary,18,0.0,66,16.0,14,0,3,18
2010,12,24,24.0,25.0,0.0,0.0,11.0,0.0,0.0,Hungary,19,0.0,66,23.0,14,0,3,19
2010,12,5,5.0,2.0,157.0,2.0,2.0,304.0,4.0,Hungary,20,0.0,23,14.0,6,0,3,20
2010,12,8,8.0,8.0,89.0,0.0,5.0,106.0,0.0,Hungary,21,0.0,23,15.0,31,0,3,20
2010,12,6,6.0,7.0,94.0,0.0,4.0,132.0,0.0,Hungary,22,0.0,15,20.0,36,0,3,20
2010,12,13,13.0,10.0,35.0,0.0,6.0,47.0,0.0,Hungary,23,0.0,15,22.0,4,0,3,20
2010,12,17,17.0,18.0,3.0,0.0,9.0,10.0,0.0,Hungary,24,0.0,1,,5,0,3,20
2010,13,2,2.0,1.0,182.0,3.0,2.0,329.0,5.0,Belgium,1,25.0,44,1.0,1,1,0,1
2010,13,1,1.0,2.0,179.0,4.0,1.0,330.0,6.0,Belgium,2,18.0,44,2.0,1,1,1,2
2010,13,3,3.0,7.0,104.0,0.0,5.0,123.0,0.0,Belgium,3,15.0,44,3.0,1,1,1,3
2010,13,6,6.0,6.0,109.0,0.0,3.0,250.0,2.0,Belgium,4,12.0,44,4.0,1,0,2,4
2010,13,8,8.0,9.0,45.0,0.0,6.0,58.0,0.0,Belgium,5,10.0,44,5.0,1,0,2,5
2010,13,14,12.0,8.0,102.0,0.0,4.0,146.0,0.0,Belgium,6,8.0,44,10.0,1,0,2,6
2010,13,21,11.0,10.0,44.0,0.0,4.0,146.0,0.0,Belgium,7,6.0,44,13.0,1,0,2,7
2010,13,17,19.0,12.0,21.0,0.0,8.0,27.0,0.0,Belgium,8,4.0,44,11.0,1,0,2,8
2010,13,23,24.0,13.0,19.0,0.0,5.0,123.0,0.0,Belgium,9,2.0,44,7.0,1,0,2,9
2010,13,12,14.0,14.0,13.0,0.0,6.0,58.0,0.0,Belgium,10,1.0,44,14.0,1,0,2,10
2010,13,24,22.0,17.0,6.0,0.0,8.0,27.0,0.0,Belgium,11,0.0,44,15.0,1,0,3,11
2010,13,16,15.0,16.0,7.0,0.0,9.0,10.0,0.0,Belgium,12,0.0,44,17.0,1,0,3,12
2010,13,11,13.0,18.0,3.0,0.0,9.0,10.0,0.0,Belgium,13,0.0,44,9.0,1,0,3,13
2010,13,9,9.0,15.0,10.0,0.0,7.0,40.0,0.0,Belgium,14,0.0,43,12.0,11,0,3,14
2010,13,4,4.0,3.0,151.0,2.0,1.0,330.0,6.0,Belgium,15,0.0,43,6.0,11,0,3,15
2010,13,13,16.0,19.0,0.0,0.0,10.0,0.0,0.0,Belgium,16,0.0,43,22.0,11,0,3,16
2010,13,22,23.0,21.0,0.0,0.0,12.0,0.0,0.0,Belgium,17,0.0,43,21.0,11,0,3,17
2010,13,20,17.0,24.0,0.0,0.0,12.0,0.0,0.0,Belgium,18,0.0,43,19.0,11,0,3,18
2010,13,15,18.0,22.0,0.0,0.0,10.0,0.0,0.0,Belgium,19,0.0,43,18.0,11,0,3,19
2010,13,19,21.0,25.0,0.0,0.0,11.0,0.0,0.0,Belgium,20,0.0,42,20.0,12,0,3,20
2010,13,10,10.0,5.0,141.0,2.0,3.0,250.0,2.0,Belgium,21,0.0,37,8.0,3,0,3,20
2010,13,5,5.0,4.0,147.0,2.0,2.0,329.0,5.0,Belgium,22,0.0,15,16.0,4,0,3,20
2010,13,18,20.0,23.0,0.0,0.0,11.0,0.0,0.0,Belgium,23,0.0,5,23.0,31,0,3,20
2010,13,7,7.0,11.0,30.0,0.0,7.0,40.0,0.0,Belgium,24,0.0,0,,4,0,3,20
2010,14,1,1.0,3.0,166.0,3.0,3.0,290.0,3.0,Italy,1,25.0,53,1.0,1,1,0,1
2010,14,2,2.0,4.0,165.0,2.0,2.0,347.0,5.0,Italy,2,18.0,53,8.0,1,1,1,2
2010,14,3,3.0,6.0,124.0,0.0,3.0,290.0,3.0,Italy,3,15.0,53,6.0,1,1,1,3
2010,14,6,6.0,5.0,163.0,2.0,1.0,350.0,6.0,Italy,4,12.0,53,4.0,1,0,2,4
2010,14,7,7.0,7.0,112.0,0.0,4.0,158.0,0.0,Italy,5,10.0,53,3.0,1,0,2,5
2010,14,4,4.0,1.0,187.0,4.0,1.0,350.0,6.0,Italy,6,8.0,53,2.0,1,0,2,6
2010,14,8,8.0,14.0,16.0,0.0,7.0,47.0,0.0,Italy,7,6.0,53,7.0,1,0,2,7
2010,14,9,9.0,8.0,108.0,0.0,5.0,127.0,0.0,Italy,8,4.0,53,5.0,1,0,2,8
2010,14,12,12.0,9.0,46.0,0.0,4.0,158.0,0.0,Italy,9,2.0,53,11.0,1,0,2,9
2010,14,10,10.0,11.0,31.0,0.0,7.0,47.0,0.0,Italy,10,1.0,53,14.0,1,0,2,10
2010,14,14,14.0,16.0,7.0,0.0,9.0,10.0,0.0,Italy,11,0.0,53,13.0,1,0,3,11
2010,14,19,20.0,15.0,13.0,0.0,6.0,58.0,0.0,Italy,12,0.0,53,12.0,1,0,3,12
2010,14,20,15.0,13.0,19.0,0.0,5.0,127.0,0.0,Italy,13,0.0,53,9.0,1,0,3,13
2010,14,16,17.0,17.0,6.0,0.0,8.0,27.0,0.0,Italy,14,0.0,52,16.0,11,0,3,14
2010,14,15,16.0,18.0,3.0,0.0,9.0,10.0,0.0,Italy,15,0.0,52,15.0,11,0,3,15
2010,14,11,11.0,10.0,45.0,0.0,6.0,58.0,0.0,Italy,16,0.0,52,10.0,11,0,3,16
2010,14,24,21.0,24.0,0.0,0.0,12.0,0.0,0.0,Italy,17,0.0,51,17.0,12,0,3,17
2010,14,18,19.0,19.0,0.0,0.0,10.0,0.0,0.0,Italy,18,0.0,51,18.0,12,0,3,18
2010,14,23,24.0,25.0,0.0,0.0,11.0,0.0,0.0,Italy,19,0.0,51,20.0,12,0,3,19
2010,14,21,22.0,21.0,0.0,0.0,12.0,0.0,0.0,Italy,20,0.0,50,19.0,13,0,3,20
2010,14,17,18.0,22.0,0.0,0.0,10.0,0.0,0.0,Italy,21,0.0,46,21.0,5,0,3,20
2010,14,22,23.0,23.0,0.0,0.0,11.0,0.0,0.0,Italy,22,0.0,11,22.0,31,0,3,20
2010,14,5,5.0,2.0,182.0,3.0,2.0,347.0,5.0,Italy,23,0.0,0,,4,0,3,20
2010,14,13,13.0,12.0,21.0,0.0,8.0,27.0,0.0,Italy,24,0.0,0,,6,0,3,20
2010,15,1,1.0,2.0,191.0,4.0,3.0,319.0,4.0,Singapore,1,25.0,61,1.0,1,1,0,1
2010,15,2,2.0,4.0,181.0,2.0,1.0,383.0,6.0,Singapore,2,18.0,61,2.0,1,1,1,2
2010,15,5,5.0,1.0,202.0,4.0,1.0,383.0,6.0,Singapore,3,15.0,61,5.0,1,1,1,3
2010,15,4,4.0,5.0,177.0,2.0,2.0,359.0,5.0,Singapore,4,12.0,61,7.0,1,0,2,4
2010,15,7,7.0,7.0,122.0,0.0,4.0,168.0,0.0,Singapore,5,10.0,61,8.0,1,0,2,5
2010,15,6,6.0,11.0,39.0,0.0,7.0,56.0,0.0,Singapore,6,8.0,61,9.0,1,0,2,6
2010,15,8,8.0,8.0,114.0,0.0,5.0,133.0,0.0,Singapore,7,6.0,61,3.0,1,0,2,7
2010,15,24,24.0,6.0,128.0,0.0,3.0,319.0,4.0,Singapore,8,4.0,61,12.0,1,0,2,8
2010,15,15,16.0,9.0,47.0,0.0,6.0,60.0,0.0,Singapore,9,2.0,61,15.0,1,0,2,9
2010,15,17,12.0,14.0,17.0,0.0,7.0,56.0,0.0,Singapore,10,1.0,61,13.0,1,0,2,10
2010,15,12,13.0,13.0,19.0,0.0,5.0,133.0,0.0,Singapore,11,0.0,60,11.0,11,0,3,11
2010,15,11,11.0,18.0,3.0,0.0,9.0,10.0,0.0,Singapore,12,0.0,60,14.0,11,0,3,12
2010,15,9,9.0,10.0,46.0,0.0,4.0,168.0,0.0,Singapore,13,0.0,60,4.0,11,0,3,13
2010,15,13,14.0,16.0,7.0,0.0,9.0,10.0,0.0,Singapore,14,0.0,60,6.0,11,0,3,14
2010,15,20,20.0,21.0,0.0,0.0,12.0,0.0,0.0,Singapore,15,0.0,59,17.0,12,0,3,15
2010,15,19,19.0,19.0,0.0,0.0,10.0,0.0,0.0,Singapore,16,0.0,58,18.0,5,0,3,16
2010,15,18,18.0,24.0,0.0,0.0,12.0,0.0,0.0,Singapore,17,0.0,49,19.0,9,0,3,17
2010,15,14,15.0,26.0,0.0,0.0,8.0,27.0,0.0,Singapore,18,0.0,36,16.0,4,0,3,18
2010,15,3,3.0,3.0,182.0,3.0,2.0,359.0,5.0,Singapore,19,0.0,35,10.0,4,0,3,19
2010,15,22,22.0,27.0,0.0,0.0,11.0,0.0,0.0,Singapore,20,0.0,31,22.0,9,0,3,20
2010,15,10,10.0,12.0,21.0,0.0,8.0,27.0,0.0,Singapore,21,0.0,30,20.0,3,0,3,20
2010,15,23,23.0,23.0,0.0,0.0,11.0,0.0,0.0,Singapore,22,0.0,29,23.0,3,0,3,20
2010,15,21,21.0,22.0,0.0,0.0,10.0,0.0,0.0,Singapore,23,0.0,27,21.0,9,0,3,20
2010,15,16,17.0,15.0,13.0,0.0,6.0,60.0,0.0,Singapore,24,0.0,1,,4,0,3,20
2010,16,1,1.0,3.0,206.0,3.0,1.0,426.0,7.0,Japan,1,25.0,53,3.0,1,1,0,1
2010,16,2,2.0,1.0,220.0,4.0,1.0,426.0,7.0,Japan,2,18.0,53,1.0,1,1,1,2
2010,16,4,5.0,2.0,206.0,4.0,3.0,334.0,4.0,Japan,3,15.0,53,4.0,1,1,1,3
2010,16,5,6.0,5.0,189.0,2.0,2.0,381.0,5.0,Japan,4,12.0,53,2.0,1,0,2,4
2010,16,8,3.0,4.0,192.0,3.0,2.0,381.0,5.0,Japan,5,10.0,53,9.0,1,0,2,5
2010,16,10,10.0,9.0,54.0,0.0,4.0,176.0,0.0,Japan,6,8.0,53,7.0,1,0,2,6
2010,16,14,14.0,12.0,27.0,0.0,8.0,37.0,0.0,Japan,7,6.0,53,6.0,1,0,2,7
2010,16,11,11.0,18.0,4.0,0.0,8.0,37.0,0.0,Japan,8,4.0,53,10.0,1,0,2,8
2010,16,7,8.0,11.0,41.0,0.0,7.0,58.0,0.0,Japan,9,2.0,53,11.0,1,0,2,9
2010,16,18,18.0,16.0,8.0,0.0,9.0,11.0,0.0,Japan,10,1.0,53,8.0,1,0,2,10
2010,16,16,16.0,19.0,3.0,0.0,9.0,11.0,0.0,Japan,11,0.0,52,5.0,11,0,3,11
2010,16,20,20.0,20.0,0.0,0.0,10.0,0.0,0.0,Japan,12,0.0,52,14.0,11,0,3,12
2010,16,19,19.0,21.0,0.0,0.0,10.0,0.0,0.0,Japan,13,0.0,51,15.0,12,0,3,13
2010,16,22,22.0,24.0,0.0,0.0,12.0,0.0,0.0,Japan,14,0.0,51,17.0,12,0,3,14
2010,16,23,23.0,25.0,0.0,0.0,11.0,0.0,0.0,Japan,15,0.0,51,18.0,12,0,3,15
2010,16,24,24.0,26.0,0.0,0.0,11.0,0.0,0.0,Japan,16,0.0,50,16.0,13,0,3,16
2010,16,6,7.0,7.0,122.0,0.0,4.0,176.0,0.0,Japan,17,0.0,47,12.0,22,0,3,17
2010,16,15,15.0,10.0,47.0,0.0,6.0,60.0,0.0,Japan,18,0.0,44,13.0,44,0,3,18
2010,16,3,4.0,8.0,114.0,0.0,5.0,133.0,0.0,Japan,19,0.0,2,19.0,36,0,3,19
2010,16,9,9.0,14.0,17.0,0.0,7.0,58.0,0.0,Japan,20,0.0,0,,3,0,3,20
2010,16,12,12.0,6.0,128.0,0.0,3.0,334.0,4.0,Japan,21,0.0,0,,3,0,3,20
2010,16,13,13.0,13.0,19.0,0.0,5.0,133.0,0.0,Japan,22,0.0,0,,3,0,3,20
2010,16,17,17.0,15.0,13.0,0.0,6.0,60.0,0.0,Japan,23,0.0,0,,3,0,3,20
2010,16,21,21.0,23.0,0.0,0.0,12.0,0.0,0.0,Japan,24,0.0,0,,22,0,3,20
2010,17,3,3.0,1.0,231.0,5.0,3.0,374.0,5.0,Korea,1,25.0,55,1.0,1,1,0,1
2010,17,4,4.0,3.0,210.0,3.0,2.0,399.0,5.0,Korea,2,18.0,55,3.0,1,1,1,2
2010,17,6,6.0,6.0,143.0,0.0,3.0,374.0,5.0,Korea,3,15.0,55,4.0,1,1,1,3
2010,17,9,9.0,9.0,66.0,0.0,4.0,188.0,0.0,Korea,4,12.0,55,8.0,1,0,2,4
2010,17,8,8.0,7.0,124.0,0.0,5.0,143.0,0.0,Korea,5,10.0,55,7.0,1,0,2,5
2010,17,17,18.0,13.0,21.0,0.0,6.0,68.0,0.0,Korea,6,8.0,55,5.0,1,0,2,6
2010,17,10,10.0,10.0,47.0,0.0,7.0,65.0,0.0,Korea,7,6.0,55,6.0,1,0,2,7
2010,17,12,12.0,12.0,31.0,0.0,8.0,43.0,0.0,Korea,8,4.0,55,14.0,1,0,2,8
2010,17,13,13.0,18.0,6.0,0.0,8.0,43.0,0.0,Korea,9,2.0,55,15.0,1,0,2,9
2010,17,11,11.0,15.0,18.0,0.0,7.0,65.0,0.0,Korea,10,1.0,55,10.0,1,0,2,10
2010,17,15,16.0,19.0,3.0,0.0,9.0,11.0,0.0,Korea,11,0.0,55,9.0,1,0,3,11
2010,17,7,7.0,5.0,189.0,2.0,2.0,399.0,5.0,Korea,12,0.0,55,11.0,1,0,3,12
2010,17,21,21.0,20.0,0.0,0.0,10.0,0.0,0.0,Korea,13,0.0,54,16.0,11,0,3,13
2010,17,24,24.0,23.0,0.0,0.0,11.0,0.0,0.0,Korea,14,0.0,53,20.0,12,0,3,14
2010,17,23,23.0,26.0,0.0,0.0,11.0,0.0,0.0,Korea,15,0.0,53,19.0,12,0,3,15
2010,17,14,14.0,11.0,47.0,0.0,6.0,68.0,0.0,Korea,16,0.0,46,12.0,4,0,3,16
2010,17,1,1.0,4.0,206.0,3.0,1.0,426.0,7.0,Korea,17,0.0,45,2.0,5,0,3,17
2010,17,20,15.0,14.0,19.0,0.0,5.0,143.0,0.0,Korea,18,0.0,39,13.0,3,0,3,18
2010,17,19,20.0,25.0,0.0,0.0,12.0,0.0,0.0,Korea,19,0.0,31,18.0,4,0,3,19
2010,17,16,17.0,16.0,8.0,0.0,9.0,11.0,0.0,Korea,20,0.0,30,17.0,4,0,3,20
2010,17,22,22.0,24.0,0.0,0.0,12.0,0.0,0.0,Korea,21,0.0,25,23.0,3,0,3,20
2010,17,18,19.0,21.0,0.0,0.0,10.0,0.0,0.0,Korea,22,0.0,25,24.0,9,0,3,20
2010,17,2,2.0,2.0,220.0,4.0,1.0,426.0,7.0,Korea,23,0.0,18,21.0,3,0,3,20
2010,17,5,5.0,8.0,122.0,0.0,4.0,188.0,0.0,Korea,24,0.0,18,22.0,4,0,3,20
2010,18,2,2.0,3.0,231.0,4.0,1.0,469.0,8.0,Brazil,1,25.0,71,6.0,1,1,0,1
2010,18,3,3.0,2.0,238.0,4.0,1.0,469.0,8.0,Brazil,2,18.0,71,4.0,1,1,1,2
2010,18,5,5.0,1.0,246.0,5.0,3.0,389.0,5.0,Brazil,3,15.0,71,2.0,1,1,1,3
2010,18,4,4.0,4.0,222.0,3.0,2.0,421.0,5.0,Brazil,4,12.0,71,1.0,1,0,2,4
2010,18,11,11.0,5.0,199.0,2.0,2.0,421.0,5.0,Brazil,5,10.0,71,3.0,1,0,2,5
2010,18,13,13.0,7.0,130.0,0.0,4.0,202.0,0.0,Brazil,6,8.0,71,5.0,1,0,2,6
2010,18,8,8.0,9.0,72.0,0.0,4.0,202.0,0.0,Brazil,7,6.0,71,12.0,1,0,2,7
2010,18,1,1.0,13.0,22.0,0.0,6.0,69.0,0.0,Brazil,8,4.0,70,8.0,11,0,2,8
2010,18,7,7.0,8.0,126.0,0.0,5.0,145.0,0.0,Brazil,9,2.0,70,11.0,11,0,2,9
2010,18,12,12.0,12.0,32.0,0.0,8.0,44.0,0.0,Brazil,10,1.0,70,7.0,11,0,2,10
2010,18,14,14.0,19.0,3.0,0.0,9.0,11.0,0.0,Brazil,11,0.0,70,16.0,11,0,3,11
2010,18,22,18.0,11.0,47.0,0.0,7.0,68.0,0.0,Brazil,12,0.0,70,9.0,11,0,3,12
2010,18,19,15.0,16.0,8.0,0.0,9.0,11.0,0.0,Brazil,13,0.0,70,17.0,11,0,3,13
2010,18,6,6.0,10.0,47.0,0.0,6.0,69.0,0.0,Brazil,14,0.0,70,13.0,11,0,3,14
2010,18,9,9.0,6.0,143.0,0.0,3.0,389.0,5.0,Brazil,15,0.0,70,14.0,11,0,3,15
2010,18,10,10.0,15.0,19.0,0.0,5.0,145.0,0.0,Brazil,16,0.0,70,15.0,11,0,3,16
2010,18,15,16.0,18.0,6.0,0.0,8.0,44.0,0.0,Brazil,17,0.0,70,10.0,11,0,3,17
2010,18,20,21.0,20.0,0.0,0.0,10.0,0.0,0.0,Brazil,18,0.0,69,20.0,12,0,3,18
2010,18,18,20.0,21.0,0.0,0.0,10.0,0.0,0.0,Brazil,19,0.0,69,21.0,12,0,3,19
2010,18,17,19.0,25.0,0.0,0.0,12.0,0.0,0.0,Brazil,20,0.0,69,23.0,12,0,3,20
2010,18,24,24.0,23.0,0.0,0.0,11.0,0.0,0.0,Brazil,21,0.0,69,24.0,12,0,3,20
2010,18,23,23.0,27.0,0.0,0.0,11.0,0.0,0.0,Brazil,22,0.0,65,22.0,16,0,3,20
2010,18,21,22.0,24.0,0.0,0.0,12.0,0.0,0.0,Brazil,23,0.0,62,18.0,19,0,3,20
2010,18,16,17.0,14.0,21.0,0.0,7.0,68.0,0.0,Brazil,24,0.0,49,19.0,3,0,3,20
2010,19,1,1.0,1.0,256.0,5.0,1.0,498.0,9.0,UAE,1,25.0,55,4.0,1,1,0,1
2010,19,2,2.0,4.0,240.0,3.0,2.0,454.0,5.0,UAE,2,18.0,55,1.0,1,1,1,2
2010,19,4,4.0,5.0,214.0,2.0,2.0,454.0,5.0,UAE,3,15.0,55,2.0,1,1,1,3
2010,19,9,9.0,7.0,142.0,0.0,4.0,214.0,0.0,UAE,4,12.0,55,3.0,1,0,2,4
2010,19,11,11.0,8.0,136.0,0.0,5.0,163.0,0.0,UAE,5,10.0,55,5.0,1,0,2,5
2010,19,10,10.0,13.0,27.0,0.0,5.0,163.0,0.0,UAE,6,8.0,55,8.0,1,0,2,6
2010,19,3,3.0,2.0,252.0,5.0,3.0,396.0,5.0,UAE,7,6.0,55,7.0,1,0,2,7
2010,19,5,5.0,3.0,242.0,4.0,1.0,498.0,9.0,UAE,8,4.0,55,6.0,1,0,2,8
2010,19,17,17.0,19.0,5.0,0.0,9.0,13.0,0.0,UAE,9,2.0,55,15.0,1,0,2,9
2010,19,6,6.0,6.0,144.0,0.0,3.0,396.0,5.0,UAE,10,1.0,55,14.0,1,0,2,10
2010,19,14,14.0,18.0,6.0,0.0,8.0,44.0,0.0,UAE,11,0.0,55,12.0,1,0,3,11
2010,19,7,7.0,10.0,47.0,0.0,6.0,69.0,0.0,UAE,12,0.0,55,11.0,1,0,3,12
2010,19,13,13.0,11.0,47.0,0.0,7.0,68.0,0.0,UAE,13,0.0,55,13.0,1,0,3,13
2010,19,12,12.0,12.0,32.0,0.0,8.0,44.0,0.0,UAE,14,0.0,55,16.0,1,0,3,14
2010,19,18,18.0,16.0,8.0,0.0,9.0,13.0,0.0,UAE,15,0.0,55,10.0,1,0,3,15
2010,19,15,15.0,14.0,22.0,0.0,6.0,69.0,0.0,UAE,16,0.0,55,9.0,1,0,3,16
2010,19,20,20.0,20.0,0.0,0.0,10.0,0.0,0.0,UAE,17,0.0,54,17.0,11,0,3,17
2010,19,22,22.0,24.0,0.0,0.0,12.0,0.0,0.0,UAE,18,0.0,53,19.0,12,0,3,18
2010,19,23,23.0,23.0,0.0,0.0,11.0,0.0,0.0,UAE,19,0.0,53,20.0,12,0,3,19
2010,19,24,24.0,27.0,0.0,0.0,11.0,0.0,0.0,UAE,20,0.0,53,21.0,12,0,3,20
2010,19,19,19.0,21.0,0.0,0.0,10.0,0.0,0.0,UAE,21,0.0,51,18.0,65,0,3,20
2010,19,21,21.0,25.0,0.0,0.0,12.0,0.0,0.0,UAE,22,0.0,43,22.0,6,0,3,20
2010,19,8,8.0,9.0,72.0,0.0,4.0,214.0,0.0,UAE,23,0.0,0,,4,0,3,20
2010,19,16,16.0,15.0,21.0,0.0,7.0,68.0,0.0,UAE,24,0.0,0,,4,0,3,20
