year,round,grid,qualifying_position,driver_standing_pos,driver_points_cum,driver_wins_cum,constructor_standing_pos,constructor_points_cum,constructor_wins_cum,country,podium,position_class,finish_pos_penalty,country_encoded,position_class_encoded
1979,7,0,,21.0,0.0,0.0,10.0,0.0,0.0,Monaco,0,3,20,18,3
1979,7,0,,24.0,0.0,0.0,14.0,0.0,0.0,Monaco,0,3,20,18,3
1979,7,0,,28.0,0.0,0.0,16.0,0.0,0.0,Monaco,0,3,20,18,3
1979,8,1,,7.0,9.0,1.0,6.0,13.0,1.0,France,1,0,1,9,0
1979,8,3,,2.0,26.0,2.0,1.0,60.0,4.0,France,1,1,2,9,1
1979,8,2,,13.0,4.0,0.0,6.0,13.0,1.0,France,1,1,3,9,1
1979,8,7,,12.0,7.0,0.0,5.0,14.0,0.0,France,0,2,4,9,2
1979,8,10,,8.0,9.0,0.0,4.0,17.0,0.0,France,0,2,5,9,2
1979,8,9,,11.0,7.0,0.0,5.0,14.0,0.0,France,0,2,6,9,2
1979,8,5,,1.0,30.0,2.0,1.0,60.0,4.0,France,0,2,7,9,2
1979,8,8,,3.0,24.0,2.0,2.0,46.0,3.0,France,0,2,8,9,2
1979,8,16,,22.0,0.0,0.0,12.0,0.0,0.0,France,0,2,9,9,2
1979,8,20,,23.0,0.0,0.0,7.0,8.0,0.0,France,0,2,10,9,2
1979,8,15,,9.0,8.0,0.0,7.0,8.0,0.0,France,0,3,11,9,3
1979,8,23,,26.0,0.0,0.0,3.0,37.0,0.0,France,0,3,12,9,3
1979,8,13,,5.0,20.0,0.0,3.0,37.0,0.0,France,0,3,13,9,3
1979,8,19,,14.0,2.0,0.0,8.0,3.0,0.0,France,0,3,14,9,3
1979,8,22,,15.0,1.0,0.0,8.0,3.0,0.0,France,0,3,15,9,3
1979,8,24,,18.0,0.0,0.0,11.0,0.0,0.0,France,0,3,16,9,3
1979,8,17,,27.0,0.0,0.0,15.0,0.0,0.0,France,0,3,17,9,3
1979,8,21,,24.0,0.0,0.0,11.0,0.0,0.0,France,0,3,18,9,3
1979,8,11,,10.0,8.0,0.0,4.0,17.0,0.0,France,0,3,19,9,3
1979,8,18,,16.0,1.0,0.0,10.0,1.0,0.0,France,0,3,20,9,3
1979,8,4,,19.0,0.0,0.0,9.0,1.0,0.0,France,0,3,20,9,3
1979,8,12,,6.0,12.0,0.0,3.0,37.0,0.0,France,0,3,20,9,3
1979,8,14,,29.0,0.0,0.0,2.0,46.0,3.0,France,0,3,20,9,3
1979,8,6,,17.0,1.0,0.0,9.0,1.0,0.0,France,0,3,20,9,3
1979,8,0,,20.0,0.0,0.0,13.0,0.0,0.0,France,0,3,20,9,3
1979,8,0,,31.0,0.0,0.0,14.0,0.0,0.0,France,0,3,20,9,3
1979,8,0,,28.0,0.0,0.0,16.0,0.0,0.0,France,0,3,20,9,3
1979,9,4,,6.0,16.0,1.0,4.0,23.0,1.0,UK,1,0,1,32,0
1979,9,5,,10.0,10.0,0.0,6.0,19.0,1.0,UK,1,1,2,32,1
1979,9,16,,7.0,13.0,0.0,5.0,21.0,0.0,UK,1,1,3,32,1
1979,9,7,,9.0,11.0,0.0,7.0,11.0,0.0,UK,0,2,4,32,2
1979,9,11,,1.0,32.0,2.0,1.0,62.0,4.0,UK,0,2,5,32,2
1979,9,17,,18.0,1.0,0.0,2.0,47.0,3.0,UK,0,2,6,32,2
1979,9,18,,21.0,0.0,0.0,7.0,11.0,0.0,UK,0,2,7,32,2
1979,9,8,,5.0,20.0,0.0,3.0,37.0,0.0,UK,0,2,8,32,2
1979,9,26,,24.0,0.0,0.0,3.0,37.0,0.0,UK,0,2,9,32,2
1979,9,15,,12.0,8.0,0.0,5.0,21.0,0.0,UK,0,2,10,32,2
1979,9,21,,26.0,0.0,0.0,11.0,0.0,0.0,UK,0,3,11,32,3
1979,9,12,,19.0,0.0,0.0,11.0,0.0,0.0,UK,0,3,12,32,3
1979,9,23,,28.0,0.0,0.0,14.0,0.0,0.0,UK,0,3,13,32,3
1979,9,13,,2.0,26.0,2.0,1.0,62.0,4.0,UK,0,3,14,32,3
1979,9,19,,14.0,2.0,0.0,8.0,3.0,0.0,UK,0,3,15,32,3
1979,9,10,,3.0,24.0,2.0,2.0,47.0,3.0,UK,0,3,16,32,3
1979,9,14,,25.0,0.0,0.0,12.0,0.0,0.0,UK,0,3,17,32,3
1979,9,1,,13.0,7.0,0.0,4.0,23.0,1.0,UK,0,3,18,32,3
1979,9,20,,15.0,1.0,0.0,8.0,3.0,0.0,UK,0,3,19,32,3
1979,9,22,,16.0,1.0,0.0,10.0,1.0,0.0,UK,0,3,20,32,3
1979,9,2,,11.0,9.0,1.0,6.0,19.0,1.0,UK,0,3,20,32,3
1979,9,6,,17.0,1.0,0.0,9.0,1.0,0.0,UK,0,3,20,32,3
1979,9,9,,8.0,12.0,0.0,3.0,37.0,0.0,UK,0,3,20,32,3
1979,9,3,,20.0,0.0,0.0,9.0,1.0,0.0,UK,0,3,20,32,3
1979,9,0,,22.0,0.0,0.0,13.0,0.0,0.0,UK,0,3,20,32,3
1979,9,0,,30.0,0.0,0.0,16.0,0.0,0.0,UK,0,3,20,32,3
1979,10,2,,7.0,16.0,1.0,3.0,38.0,2.0,Germany,1,0,1,10,0
1979,10,6,,4.0,22.0,1.0,3.0,38.0,2.0,Germany,1,1,2,10,1
1979,10,3,,2.0,28.0,2.0,2.0,51.0,3.0,Germany,1,1,3,10,1
1979,10,5,,1.0,35.0,2.0,1.0,65.0,4.0,Germany,0,2,4,10,2
1979,10,12,,9.0,13.0,0.0,7.0,13.0,0.0,Germany,0,2,5,10,2
1979,10,18,,15.0,2.0,0.0,8.0,4.0,0.0,Germany,0,2,6,10,2
1979,10,16,,22.0,0.0,0.0,5.0,21.0,0.0,Germany,0,2,7,10,2
1979,10,9,,3.0,26.0,2.0,1.0,65.0,4.0,Germany,0,2,8,10,2
1979,10,8,,13.0,8.0,0.0,5.0,21.0,0.0,Germany,0,2,9,10,2
1979,10,20,,27.0,0.0,0.0,11.0,0.0,0.0,Germany,0,2,10,10,2
1979,10,21,,19.0,0.0,0.0,11.0,0.0,0.0,Germany,0,3,11,10,3
1979,10,4,,20.0,0.0,0.0,9.0,1.0,0.0,Germany,0,3,12,10,3
1979,10,19,,14.0,2.0,0.0,8.0,4.0,0.0,Germany,0,3,13,10,3
1979,10,15,,21.0,0.0,0.0,7.0,13.0,0.0,Germany,0,3,14,10,3
1979,10,17,,26.0,0.0,0.0,12.0,0.0,0.0,Germany,0,3,15,10,3
1979,10,7,,17.0,1.0,0.0,9.0,1.0,0.0,Germany,0,3,16,10,3
1979,10,14,,18.0,1.0,0.0,2.0,51.0,3.0,Germany,0,3,17,10,3
1979,10,24,,25.0,0.0,0.0,4.0,37.0,0.0,Germany,0,3,18,10,3
1979,10,11,,10.0,12.0,0.0,4.0,37.0,0.0,Germany,0,3,19,10,3
1979,10,10,,11.0,10.0,0.0,6.0,19.0,1.0,Germany,0,3,20,10,3
1979,10,1,,12.0,9.0,1.0,6.0,19.0,1.0,Germany,0,3,20,10,3
1979,10,22,,16.0,1.0,0.0,10.0,1.0,0.0,Germany,0,3,20,10,3
1979,10,13,,6.0,20.0,0.0,4.0,37.0,0.0,Germany,0,3,20,10,3
1979,10,23,,23.0,0.0,0.0,13.0,0.0,0.0,Germany,0,3,20,10,3
1979,10,0,,29.0,0.0,0.0,14.0,0.0,0.0,Germany,0,3,20,10,3
1979,10,0,,31.0,0.0,0.0,16.0,0.0,0.0,Germany,0,3,20,10,3
1979,11,2,,4.0,25.0,2.0,3.0,49.0,3.0,Austria,1,0,1,2,0
1979,11,5,,2.0,32.0,2.0,1.0,74.0,4.0,Austria,1,1,2,2,1
1979,11,8,,3.0,32.0,2.0,2.0,55.0,3.0,Austria,1,1,3,2,1
1979,11,9,,1.0,38.0,2.0,1.0,74.0,4.0,Austria,0,2,4,2,2
1979,11,6,,5.0,24.0,1.0,3.0,49.0,3.0,Austria,0,2,5,2,2
1979,11,1,,11.0,11.0,0.0,6.0,20.0,1.0,Austria,0,2,6,2,2
1979,11,10,,13.0,8.0,0.0,5.0,21.0,0.0,Austria,0,2,7,2,2
1979,11,11,,23.0,0.0,0.0,5.0,21.0,0.0,Austria,0,2,8,2,2
1979,11,16,,9.0,13.0,0.0,7.0,13.0,0.0,Austria,0,2,9,2,2
1979,11,14,,21.0,0.0,0.0,7.0,13.0,0.0,Austria,0,2,10,2,2
1979,11,4,,17.0,1.0,0.0,9.0,1.0,0.0,Austria,0,3,11,2,3
1979,11,24,,29.0,0.0,0.0,14.0,0.0,0.0,Austria,0,3,12,2,3
1979,11,13,,14.0,2.0,0.0,8.0,4.0,0.0,Austria,0,3,13,2,3
1979,11,22,,19.0,0.0,0.0,11.0,0.0,0.0,Austria,0,3,14,2,3
1979,11,7,,20.0,0.0,0.0,9.0,1.0,0.0,Austria,0,3,15,2,3
1979,11,18,,24.0,0.0,0.0,13.0,0.0,0.0,Austria,0,3,16,2,3
1979,11,21,,18.0,1.0,0.0,2.0,55.0,3.0,Austria,0,3,17,2,3
1979,11,17,,7.0,20.0,0.0,4.0,37.0,0.0,Austria,0,3,18,2,3
1979,11,3,,12.0,9.0,1.0,6.0,20.0,1.0,Austria,0,3,19,2,3
1979,11,19,,27.0,0.0,0.0,12.0,0.0,0.0,Austria,0,3,20,2,3
1979,11,12,,16.0,1.0,0.0,10.0,1.0,0.0,Austria,0,3,20,2,3
1979,11,23,,28.0,0.0,0.0,11.0,0.0,0.0,Austria,0,3,20,2,3
1979,11,20,,15.0,2.0,0.0,8.0,4.0,0.0,Austria,0,3,20,2,3
1979,11,15,,10.0,12.0,0.0,4.0,37.0,0.0,Austria,0,3,20,2,3
1979,11,0,,26.0,0.0,0.0,4.0,37.0,0.0,Austria,0,3,20,2,3
1979,11,0,,31.0,0.0,0.0,16.0,0.0,0.0,Austria,0,3,20,2,3
1979,12,2,,3.0,34.0,3.0,3.0,58.0,4.0,Netherlands,1,0,1,20,0
1979,12,5,,1.0,44.0,2.0,1.0,80.0,4.0,Netherlands,1,1,2,20,1
1979,12,7,,2.0,36.0,2.0,2.0,61.0,3.0,Netherlands,1,1,3,20,1
1979,12,11,,14.0,3.0,0.0,9.0,4.0,0.0,Netherlands,0,2,4,20,2
1979,12,20,,15.0,3.0,0.0,2.0,61.0,3.0,Netherlands,0,2,5,20,2
1979,12,18,,16.0,3.0,0.0,8.0,5.0,0.0,Netherlands,0,2,6,20,2
1979,12,24,,21.0,0.0,0.0,4.0,37.0,0.0,Netherlands,0,2,7,20,2
1979,12,10,,13.0,8.0,0.0,5.0,21.0,0.0,Netherlands,0,2,8,20,2
1979,12,6,,4.0,32.0,2.0,1.0,80.0,4.0,Netherlands,0,2,9,20,2
1979,12,22,,20.0,0.0,0.0,11.0,0.0,0.0,Netherlands,0,2,10,20,2
1979,12,8,,27.0,0.0,0.0,12.0,0.0,0.0,Netherlands,0,3,11,20,3
1979,12,4,,12.0,9.0,1.0,6.0,20.0,1.0,Netherlands,0,3,12,20,3
1979,12,12,,9.0,13.0,0.0,7.0,13.0,0.0,Netherlands,0,3,13,20,3
1979,12,16,,8.0,13.0,0.0,5.0,21.0,0.0,Netherlands,0,3,14,20,3
1979,12,15,,25.0,0.0,0.0,13.0,0.0,0.0,Netherlands,0,3,15,20,3
1979,12,23,,28.0,0.0,0.0,11.0,0.0,0.0,Netherlands,0,3,16,20,3
1979,12,17,,10.0,12.0,0.0,4.0,37.0,0.0,Netherlands,0,3,17,20,3
1979,12,19,,17.0,2.0,0.0,8.0,5.0,0.0,Netherlands,0,3,18,20,3
1979,12,14,,22.0,0.0,0.0,7.0,13.0,0.0,Netherlands,0,3,19,20,3
1979,12,9,,19.0,1.0,0.0,9.0,4.0,0.0,Netherlands,0,3,20,20,3
1979,12,21,,18.0,1.0,0.0,10.0,1.0,0.0,Netherlands,0,3,20,20,3
1979,12,13,,7.0,20.0,0.0,4.0,37.0,0.0,Netherlands,0,3,20,20,3
1979,12,1,,11.0,11.0,0.0,6.0,20.0,1.0,Netherlands,0,3,20,20,3
1979,12,3,,5.0,24.0,1.0,3.0,58.0,4.0,Netherlands,0,3,20,20,3
1979,12,0,,29.0,0.0,0.0,14.0,0.0,0.0,Netherlands,0,3,20,20,3
1979,12,0,,31.0,0.0,0.0,16.0,0.0,0.0,Netherlands,0,3,20,20,3
1979,13,3,,1.0,51.0,3.0,1.0,95.0,5.0,Italy,1,0,1,13,0
1979,13,5,,2.0,38.0,2.0,1.0,95.0,5.0,Italy,1,1,2,13,1
1979,13,6,,5.0,27.0,1.0,2.0,62.0,4.0,Italy,1,1,3,13,1
1979,13,9,,14.0,4.0,0.0,8.0,7.0,0.0,Italy,0,2,4,13,2
1979,13,10,,9.0,14.0,0.0,4.0,39.0,0.0,Italy,0,2,5,13,2
1979,13,16,,8.0,14.0,0.0,5.0,22.0,0.0,Italy,0,2,6,13,2
1979,13,13,,7.0,20.0,0.0,4.0,39.0,0.0,Italy,0,2,7,13,2
1979,13,20,,19.0,1.0,0.0,10.0,1.0,0.0,Italy,0,2,8,13,2
1979,13,4,,4.0,34.0,3.0,2.0,62.0,4.0,Italy,0,2,9,13,2
1979,13,12,,13.0,8.0,0.0,5.0,22.0,0.0,Italy,0,2,10,13,2
1979,13,15,,25.0,0.0,0.0,13.0,0.0,0.0,Italy,0,3,11,13,3
1979,13,22,,29.0,0.0,0.0,15.0,0.0,0.0,Italy,0,3,12,13,3
1979,13,17,,18.0,2.0,0.0,9.0,5.0,0.0,Italy,0,3,13,13,3
1979,13,1,,12.0,9.0,1.0,6.0,20.0,1.0,Italy,0,3,14,13,3
1979,13,7,,3.0,36.0,2.0,3.0,61.0,3.0,Italy,0,3,15,13,3
1979,13,23,,27.0,0.0,0.0,12.0,0.0,0.0,Italy,0,3,16,13,3
1979,13,11,,16.0,3.0,0.0,3.0,61.0,3.0,Italy,0,3,17,13,3
1979,13,24,,20.0,0.0,0.0,11.0,0.0,0.0,Italy,0,3,18,13,3
1979,13,18,,31.0,0.0,0.0,15.0,0.0,0.0,Italy,0,3,19,13,3
1979,13,2,,11.0,11.0,0.0,6.0,20.0,1.0,Italy,0,3,20,13,3
1979,13,19,,10.0,13.0,0.0,7.0,13.0,0.0,Italy,0,3,20,13,3
1979,13,14,,22.0,0.0,0.0,7.0,13.0,0.0,Italy,0,3,20,13,3
1979,13,21,,17.0,3.0,0.0,9.0,5.0,0.0,Italy,0,3,20,13,3
1979,13,8,,15.0,3.0,0.0,8.0,7.0,0.0,Italy,0,3,20,13,3
1979,13,0,,28.0,0.0,0.0,11.0,0.0,0.0,Italy,0,3,20,13,3
1979,13,0,,34.0,0.0,0.0,14.0,0.0,0.0,Italy,0,3,20,13,3
1979,13,0,,32.0,0.0,0.0,16.0,0.0,0.0,Italy,0,3,20,13,3
1979,13,0,,21.0,0.0,0.0,18.0,0.0,0.0,Italy,0,3,20,13,3
1979,14,1,,3.0,40.0,4.0,2.0,75.0,5.0,Canada,1,0,1,7,0
1979,14,2,,2.0,44.0,2.0,1.0,104.0,5.0,Canada,1,1,2,7,1
1979,14,3,,5.0,29.0,1.0,2.0,75.0,5.0,Canada,1,1,3,7,1
1979,14,9,,1.0,51.0,3.0,1.0,104.0,5.0,Canada,0,2,4,7,2
1979,14,6,,12.0,10.0,0.0,5.0,24.0,0.0,Canada,0,2,5,7,2
1979,14,17,,10.0,14.0,0.0,7.0,14.0,0.0,Canada,0,2,6,7,2
1979,14,17,,24.0,0.0,0.0,12.0,0.0,0.0,Canada,0,2,7,7,2
1979,14,15,,19.0,1.0,0.0,10.0,1.0,0.0,Canada,0,2,8,7,2
1979,14,21,,28.0,0.0,0.0,11.0,0.0,0.0,Canada,0,2,9,7,2
1979,14,10,,9.0,14.0,0.0,4.0,39.0,0.0,Canada,0,2,10,7,2
1979,14,4,,15.0,3.0,0.0,12.0,0.0,0.0,Canada,0,3,11,7,3
1979,14,18,,30.0,0.0,0.0,16.0,0.0,0.0,Canada,0,3,12,7,3
1979,14,16,,16.0,3.0,0.0,3.0,61.0,3.0,Canada,0,3,13,7,3
1979,14,13,,8.0,14.0,0.0,5.0,24.0,0.0,Canada,0,3,14,7,3
1979,14,24,,25.0,0.0,0.0,5.0,24.0,0.0,Canada,0,3,15,7,3
1979,14,22,,21.0,0.0,0.0,17.0,0.0,0.0,Canada,0,3,16,7,3
1979,14,7,,13.0,9.0,1.0,6.0,20.0,1.0,Canada,0,3,17,7,3
1979,14,23,,20.0,0.0,0.0,11.0,0.0,0.0,Canada,0,3,18,7,3
1979,14,11,,7.0,20.0,0.0,4.0,39.0,0.0,Canada,0,3,19,7,3
1979,14,14,,18.0,2.0,0.0,9.0,5.0,0.0,Canada,0,3,20,7,3
1979,14,20,,22.0,0.0,0.0,7.0,14.0,0.0,Canada,0,3,20,7,3
1979,14,8,,11.0,11.0,0.0,6.0,20.0,1.0,Canada,0,3,20,7,3
1979,14,12,,26.0,0.0,0.0,14.0,0.0,0.0,Canada,0,3,20,7,3
1979,14,5,,4.0,36.0,2.0,3.0,61.0,3.0,Canada,0,3,20,7,3
1979,14,0,,17.0,3.0,0.0,9.0,5.0,0.0,Canada,0,3,20,7,3
1979,14,0,,35.0,0.0,0.0,15.0,0.0,0.0,Canada,0,3,20,7,3
1979,14,0,,29.0,0.0,0.0,13.0,0.0,0.0,Canada,0,3,20,7,3
1979,14,0,,36.0,0.0,0.0,10.0,1.0,0.0,Canada,0,3,20,7,3
1979,14,0,,33.0,0.0,0.0,18.0,0.0,0.0,Canada,0,3,20,7,3
1979,14,0,,14.0,4.0,0.0,12.0,0.0,0.0,Canada,0,3,20,7,3
1979,15,3,,2.0,47.0,3.0,1.0,113.0,6.0,USA,1,0,1,33,0
1979,15,7,,8.0,17.0,0.0,6.0,26.0,1.0,USA,1,1,2,33,1
1979,15,10,,10.0,14.0,0.0,5.0,28.0,0.0,USA,1,1,3,33,1
1979,15,20,,15.0,3.0,0.0,10.0,3.0,0.0,USA,0,2,4,33,2
1979,15,14,,19.0,2.0,0.0,11.0,2.0,0.0,USA,0,2,5,33,2
1979,15,13,,9.0,15.0,0.0,7.0,15.0,0.0,USA,0,2,6,33,2
1979,15,23,,21.0,1.0,0.0,12.0,1.0,0.0,USA,0,2,7,33,2
1979,15,2,,16.0,3.0,0.0,13.0,0.0,0.0,USA,0,2,8,33,2
1979,15,15,,26.0,0.0,0.0,5.0,28.0,0.0,USA,0,2,9,33,2
1979,15,16,,1.0,51.0,3.0,1.0,113.0,6.0,USA,0,2,10,33,2
1979,15,19,,20.0,2.0,0.0,9.0,5.0,0.0,USA,0,3,11,33,3
1979,15,1,,3.0,40.0,4.0,2.0,75.0,5.0,USA,0,3,12,33,3
1979,15,21,,33.0,0.0,0.0,15.0,0.0,0.0,USA,0,3,13,33,3
1979,15,5,,5.0,29.0,1.0,2.0,75.0,5.0,USA,0,3,14,33,3
1979,15,9,,24.0,0.0,0.0,13.0,0.0,0.0,USA,0,3,15,33,3
1979,15,8,,13.0,9.0,1.0,6.0,26.0,1.0,USA,0,3,16,33,3
1979,15,12,,29.0,0.0,0.0,14.0,0.0,0.0,USA,0,3,17,33,3
1979,15,22,,23.0,0.0,0.0,7.0,15.0,0.0,USA,0,3,18,33,3
1979,15,11,,11.0,14.0,0.0,5.0,28.0,0.0,USA,0,3,19,33,3
1979,15,17,,12.0,14.0,0.0,4.0,39.0,0.0,USA,0,3,20,33,3
1979,15,6,,7.0,20.0,0.0,4.0,39.0,0.0,USA,0,3,20,33,3
1979,15,4,,4.0,36.0,2.0,3.0,61.0,3.0,USA,0,3,20,33,3
1979,15,24,,17.0,3.0,0.0,3.0,61.0,3.0,USA,0,3,20,33,3
1979,15,18,,32.0,0.0,0.0,16.0,0.0,0.0,USA,0,3,20,33,3
1979,15,0,,30.0,0.0,0.0,16.0,0.0,0.0,USA,0,3,20,33,3
1979,15,0,,18.0,3.0,0.0,9.0,5.0,0.0,USA,0,3,20,33,3
1979,15,0,,28.0,0.0,0.0,10.0,3.0,0.0,USA,0,3,20,33,3
1979,15,0,,22.0,0.0,0.0,17.0,0.0,0.0,USA,0,3,20,33,3
1979,15,0,,36.0,0.0,0.0,12.0,1.0,0.0,USA,0,3,20,33,3
1979,15,0,,34.0,0.0,0.0,18.0,0.0,0.0,USA,0,3,20,33,3
1978,1,1,,1.0,9.0,1.0,1.0,9.0,1.0,Argentina,1,0,1,0,0
1978,1,5,,2.0,6.0,0.0,2.0,6.0,0.0,Argentina,1,1,2,0,1
1978,1,10,,3.0,4.0,0.0,3.0,4.0,0.0,Argentina,1,1,3,0,1
1978,1,6,,4.0,3.0,0.0,4.0,3.0,0.0,Argentina,0,2,4,0,2
1978,1,3,,5.0,2.0,0.0,1.0,9.0,1.0,Argentina,0,2,5,0,2
1978,1,9,,6.0,1.0,0.0,4.0,3.0,0.0,Argentina,0,2,6,0,2
1978,1,2,,7.0,0.0,0.0,5.0,0.0,0.0,Argentina,0,2,7,0,2
1978,1,7,,8.0,0.0,0.0,5.0,0.0,0.0,Argentina,0,2,8,0,2
1978,1,17,,9.0,0.0,0.0,6.0,0.0,0.0,Argentina,0,2,9,0,2
1978,1,15,,10.0,0.0,0.0,7.0,0.0,0.0,Argentina,0,2,10,0,2
1978,1,13,,11.0,0.0,0.0,8.0,0.0,0.0,Argentina,0,3,11,0,3
1978,1,11,,12.0,0.0,0.0,8.0,0.0,0.0,Argentina,0,3,12,0,3
1978,1,24,,13.0,0.0,0.0,4.0,3.0,0.0,Argentina,0,3,13,0,3
1978,1,23,,14.0,0.0,0.0,3.0,4.0,0.0,Argentina,0,3,14,0,3
1978,1,16,,15.0,0.0,0.0,9.0,0.0,0.0,Argentina,0,3,15,0,3
1978,1,8,,16.0,0.0,0.0,10.0,0.0,0.0,Argentina,0,3,16,0,3
1978,1,18,,17.0,0.0,0.0,9.0,0.0,0.0,Argentina,0,3,17,0,3
1978,1,12,,18.0,0.0,0.0,11.0,0.0,0.0,Argentina,0,3,18,0,3
1978,1,4,,19.0,0.0,0.0,2.0,6.0,0.0,Argentina,0,3,19,0,3
1978,1,14,,20.0,0.0,0.0,12.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,21,,21.0,0.0,0.0,13.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,22,,22.0,0.0,0.0,13.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,20,,23.0,0.0,0.0,14.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,19,,24.0,0.0,0.0,11.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,0,,25.0,0.0,0.0,1.0,9.0,1.0,Argentina,0,3,20,0,3
1978,1,0,,26.0,0.0,0.0,15.0,0.0,0.0,Argentina,0,3,20,0,3
1978,1,0,,27.0,0.0,0.0,16.0,0.0,0.0,Argentina,0,3,20,0,3
1978,2,4,,3.0,9.0,1.0,3.0,9.0,1.0,Brazil,1,0,1,6,0
1978,2,7,,4.0,6.0,0.0,4.0,6.0,0.0,Brazil,1,1,2,6,1
1978,2,10,,2.0,10.0,0.0,2.0,10.0,0.0,Brazil,1,1,3,6,1
1978,2,3,,1.0,12.0,1.0,1.0,12.0,1.0,Brazil,0,2,4,6,2
1978,2,15,,7.0,2.0,0.0,7.0,2.0,0.0,Brazil,0,2,5,6,2
1978,2,19,,9.0,1.0,0.0,5.0,5.0,0.0,Brazil,0,2,6,6,2
1978,2,20,,11.0,0.0,0.0,8.0,0.0,0.0,Brazil,0,2,7,6,2
1978,2,21,,13.0,0.0,0.0,2.0,10.0,0.0,Brazil,0,2,8,6,2
1978,2,14,,14.0,0.0,0.0,9.0,0.0,0.0,Brazil,0,2,9,6,2
1978,2,18,,16.0,0.0,0.0,11.0,0.0,0.0,Brazil,0,2,10,6,2
1978,2,8,,17.0,0.0,0.0,12.0,0.0,0.0,Brazil,0,3,11,6,3
1978,2,22,,22.0,0.0,0.0,1.0,12.0,1.0,Brazil,0,3,12,6,3
1978,2,6,,12.0,0.0,0.0,3.0,9.0,1.0,Brazil,0,3,13,6,3
1978,2,5,,10.0,1.0,0.0,6.0,3.0,0.0,Brazil,0,3,14,6,3
1978,2,2,,6.0,3.0,0.0,6.0,3.0,0.0,Brazil,0,3,15,6,3
1978,2,9,,20.0,0.0,0.0,7.0,2.0,0.0,Brazil,0,3,16,6,3
1978,2,12,,15.0,0.0,0.0,10.0,0.0,0.0,Brazil,0,3,17,6,3
1978,2,1,,8.0,2.0,0.0,1.0,12.0,1.0,Brazil,0,3,18,6,3
1978,2,23,,23.0,0.0,0.0,14.0,0.0,0.0,Brazil,0,3,19,6,3
1978,2,13,,19.0,0.0,0.0,6.0,3.0,0.0,Brazil,0,3,20,6,3
1978,2,11,,5.0,4.0,0.0,5.0,5.0,0.0,Brazil,0,3,20,6,3
1978,2,24,,25.0,0.0,0.0,13.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,17,,24.0,0.0,0.0,14.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,16,,18.0,0.0,0.0,8.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,0,,26.0,0.0,0.0,15.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,0,,27.0,0.0,0.0,16.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,0,,21.0,0.0,0.0,13.0,0.0,0.0,Brazil,0,3,20,6,3
1978,2,0,,28.0,0.0,0.0,17.0,0.0,0.0,Brazil,0,3,20,6,3
1978,3,12,,2.0,11.0,1.0,1.0,21.0,2.0,South Africa,1,0,1,26,0
1978,3,11,,4.0,10.0,0.0,3.0,11.0,0.0,South Africa,1,1,2,26,1
1978,3,10,,7.0,4.0,0.0,2.0,14.0,0.0,South Africa,1,1,3,26,1
1978,3,18,,8.0,3.0,0.0,7.0,3.0,0.0,South Africa,0,2,4,26,2
1978,3,13,,10.0,2.0,0.0,8.0,2.0,0.0,South Africa,0,2,5,26,2
1978,3,14,,12.0,2.0,0.0,3.0,11.0,0.0,South Africa,0,2,6,26,2
1978,3,2,,1.0,12.0,1.0,1.0,21.0,2.0,South Africa,0,2,7,26,2
1978,3,17,,15.0,0.0,0.0,10.0,0.0,0.0,South Africa,0,2,8,26,2
1978,3,22,,17.0,0.0,0.0,11.0,0.0,0.0,South Africa,0,2,9,26,2
1978,3,21,,18.0,0.0,0.0,1.0,21.0,2.0,South Africa,0,2,10,26,2
1978,3,20,,21.0,0.0,0.0,6.0,3.0,0.0,South Africa,0,3,11,26,3
1978,3,19,,22.0,0.0,0.0,13.0,0.0,0.0,South Africa,0,3,12,26,3
1978,3,7,,19.0,0.0,0.0,11.0,0.0,0.0,South Africa,0,3,13,26,3
1978,3,5,,20.0,0.0,0.0,12.0,0.0,0.0,South Africa,0,3,14,26,3
1978,3,4,,13.0,1.0,0.0,6.0,3.0,0.0,South Africa,0,3,15,26,3
1978,3,8,,16.0,0.0,0.0,4.0,9.0,1.0,South Africa,0,3,16,26,3
1978,3,9,,5.0,9.0,1.0,4.0,9.0,1.0,South Africa,0,3,17,26,3
1978,3,1,,3.0,10.0,0.0,2.0,14.0,0.0,South Africa,0,3,18,26,3
1978,3,23,,25.0,0.0,0.0,13.0,0.0,0.0,South Africa,0,3,19,26,3
1978,3,15,,14.0,0.0,0.0,10.0,0.0,0.0,South Africa,0,3,20,26,3
1978,3,26,,26.0,0.0,0.0,15.0,0.0,0.0,South Africa,0,3,20,26,3
1978,3,6,,28.0,0.0,0.0,16.0,0.0,0.0,South Africa,0,3,20,26,3
1978,3,24,,29.0,0.0,0.0,17.0,0.0,0.0,South Africa,0,3,20,26,3
1978,3,16,,6.0,6.0,0.0,5.0,6.0,0.0,South Africa,0,3,20,26,3
